Rndrng_Prvdr_Geo_Lvl,Rndrng_Prvdr_Geo_Cd,Rndrng_Prvdr_Geo_Desc,DRG_Cd,DRG_Desc,Tot_Dschrgs,Avg_Submtd_Cvrd_Chrg,Avg_Tot_Pymt_Amt,Avg_Mdcr_Pymt_Amt
National,,National,261,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITH CC,2802,82481.871163,16745.039258,14472.285867
National,,National,262,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITHOUT CC/MCC,857,72845.729288,14537.428238,11906.872812
National,,National,263,VEIN LIGATION AND STRIPPING,234,109532.99145,21667.076923,18417.290598
National,,National,264,OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,8072,124399.90647,28868.76115,25050.5083
National,,National,265,AICD LEAD PROCEDURES,480,138624.77083,29978.810417,26668.95
National,,National,266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,21404,258185.27756,58869.306251,55371.563072
National,,National,267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,37311,196871.48047,45970.647289,42907.301948
National,,National,268,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITH MCC,2848,283912.26404,65628.346559,58718.150632
National,,National,269,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITHOUT MCC,11983,157163.47184,35579.311024,31455.903447
National,,National,270,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH MCC,17513,213072.0941,46697.344601,41241.01142
National,,National,271,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH CC,12877,145215.74497,30405.940747,26456.2732
National,,National,272,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITHOUT CC/MCC,4159,105995.04063,22795.132484,19093.971868
National,,National,273,PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITH MCC,7600,183455.35921,34115.538684,30314.301053
National,,National,274,PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITHOUT MCC,36844,135974.22131,26108.576078,23560.672755
National,,National,280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",81540,65618.402257,14031.540925,11954.61739
National,,National,281,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",37870,42780.834117,8281.4913652,6455.5463163
National,,National,282,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC",15622,35978.314748,6567.8599411,4727.3947638
National,,National,283,"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH MCC",9729,85010.540446,17388.2288,15233.144414
National,,National,284,"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH CC",826,36431.208232,6734.3874092,5101.9225182
National,,National,285,"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITHOUT CC/MCC",186,26570.930108,4580.5913978,3079.9731183
National,,National,286,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITH MCC",37588,95462.826407,20422.539002,16788.897441
National,,National,287,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITHOUT MCC",39016,56552.638661,10047.305618,7637.2925466
National,,National,288,ACUTE AND SUBACUTE ENDOCARDITIS WITH MCC,1016,100270.77461,24254.815945,20646.117126
National,,National,289,ACUTE AND SUBACUTE ENDOCARDITIS WITH CC,571,60878.772329,14468.352014,11512.984238
National,,National,290,ACUTE AND SUBACUTE ENDOCARDITIS WITHOUT CC/MCC,39,44222.358974,9456.5384615,6894.4615385
National,,National,291,HEART FAILURE AND SHOCK WITH MCC,312448,49761.815701,11385.056896,9614.2741992
National,,National,292,HEART FAILURE AND SHOCK WITH CC,46828,34021.34048,8088.9978005,6422.8848552
National,,National,293,HEART FAILURE AND SHOCK WITHOUT CC/MCC,9729,25507.805838,6037.9187995,4563.9461404
National,,National,294,DEEP VEIN THROMBOPHLEBITIS WITH CC/MCC,230,46509.913043,12128.547826,9786.5434783
National,,National,295,DEEP VEIN THROMBOPHLEBITIS WITHOUT CC/MCC,12,31536.083333,8443.75,6299.0833333
National,,National,296,"CARDIAC ARREST, UNEXPLAINED WITH MCC",3177,76012.713881,14557.8209,12678.051621
National,,National,297,"CARDIAC ARREST, UNEXPLAINED WITH CC",330,29979.345455,7142.2545455,5898.8121212
National,,National,298,"CARDIAC ARREST, UNEXPLAINED WITHOUT CC/MCC",103,22164.436893,5026.4854369,3902.6796117
National,,National,299,PERIPHERAL VASCULAR DISORDERS WITH MCC,15721,60578.799949,13829.080593,11660.961326
National,,National,300,PERIPHERAL VASCULAR DISORDERS WITH CC,20398,40889.579714,9419.295225,7537.357486
National,,National,301,PERIPHERAL VASCULAR DISORDERS WITHOUT CC/MCC,4748,30350.852359,6863.2822241,5112.9610362
National,,National,302,ATHEROSCLEROSIS WITH MCC,2433,50514.572133,11526.477189,9786.9149199
National,,National,303,ATHEROSCLEROSIS WITHOUT MCC,7937,30353.792491,6416.2280459,4809.9052539
National,,National,304,HYPERTENSION WITH MCC,12642,45620.093972,10243.479355,8423.578785
National,,National,305,HYPERTENSION WITHOUT MCC,22254,33640.750157,6686.9993709,4939.8891435
National,,National,306,CARDIAC CONGENITAL AND VALVULAR DISORDERS WITH MCC,3443,59263.632878,14367.424339,12255.624165
National,,National,307,CARDIAC CONGENITAL AND VALVULAR DISORDERS WITHOUT MCC,2420,40163.86405,8425.7392562,6644.7061983
National,,National,308,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC,54551,47026.244047,10568.018643,8718.4309545
National,,National,309,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,62693,31161.459158,6747.1461886,5038.8932257
National,,National,310,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITHOUT CC/MCC,35159,23705.74695,5105.336699,3319.709093
National,,National,311,ANGINA PECTORIS,3166,33629.712255,6837.3120657,5182.2909033
National,,National,312,SYNCOPE AND COLLAPSE,52031,38357.903673,7777.2223098,6109.9920048
National,,National,313,CHEST PAIN,24585,33643.973764,6656.5102298,5078.8811877
National,,National,314,OTHER CIRCULATORY SYSTEM DIAGNOSES WITH MCC,33639,81144.640982,19211.370076,16342.147329
National,,National,315,OTHER CIRCULATORY SYSTEM DIAGNOSES WITH CC,15068,41777.784444,9305.2350013,7226.5334484
National,,National,316,OTHER CIRCULATORY SYSTEM DIAGNOSES WITHOUT CC/MCC,2275,38224.876923,7480.0945055,5391.3305495
National,,National,319,OTHER ENDOVASCULAR CARDIAC VALVE PROCEDURES WITH MCC,1201,189692.08993,40006.686095,36141.501249
National,,National,320,OTHER ENDOVASCULAR CARDIAC VALVE PROCEDURES WITHOUT MCC,387,110489.58398,21756.754522,19260.793282
National,,National,326,"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITH MCC",9361,208970.46224,49008.908984,42790.003953
National,,National,327,"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITH CC",8904,112349.66846,24184.152179,19651.423181
National,,National,328,"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITHOUT CC/MCC",6066,74287.75816,15204.083581,11929.351797
National,,National,329,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH MCC,30942,180770.67681,41796.80499,36617.904531
National,,National,330,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC,42770,100887.08597,21791.148352,17960.654454
National,,National,331,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITHOUT CC/MCC,21339,72745.080182,14771.69305,11508.836075
National,,National,332,RECTAL RESECTION WITH MCC,129,175202.30233,36330.674419,33417.837209
National,,National,333,RECTAL RESECTION WITH CC,492,97024.280488,19172.546748,15687.95122
National,,National,334,RECTAL RESECTION WITHOUT CC/MCC,508,77568.248031,13842.291339,10643.505906
National,,National,335,PERITONEAL ADHESIOLYSIS WITH MCC,4447,143709.08815,33109.820553,28879.779402
National,,National,336,PERITONEAL ADHESIOLYSIS WITH CC,7482,88078.431836,19715.101043,15971.750869
National,,National,337,PERITONEAL ADHESIOLYSIS WITHOUT CC/MCC,3379,66594.698431,14164.678307,10954.873039
National,,National,338,APPENDECTOMY WITH COMPLICATED PRINCIPAL DIAGNOSIS WITH MCC,613,105667.22023,24261.915171,20640.606852
National,,National,339,APPENDECTOMY WITH COMPLICATED PRINCIPAL DIAGNOSIS WITH CC,2276,69173.902021,14482.42355,11166.318541
National,,National,340,APPENDECTOMY WITH COMPLICATED PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,1640,52500.325,10821.37561,7622.9859756
National,,National,341,APPENDECTOMY WITHOUT COMPLICATED PRINCIPAL DIAGNOSIS WITH MCC,596,98097.159396,20450.82047,17448.035235
National,,National,342,APPENDECTOMY WITHOUT COMPLICATED PRINCIPAL DIAGNOSIS WITH CC,1771,65069.77301,12245.652739,9573.4280068
National,,National,343,APPENDECTOMY WITHOUT COMPLICATED PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,1600,52471.50375,9663.514375,7052.54625
National,,National,344,MINOR SMALL AND LARGE BOWEL PROCEDURES WITH MCC,932,116541.54077,26596.409871,23253.291845
National,,National,345,MINOR SMALL AND LARGE BOWEL PROCEDURES WITH CC,1681,66595.384295,14011.00119,11062.759072
National,,National,346,MINOR SMALL AND LARGE BOWEL PROCEDURES WITHOUT CC/MCC,797,54590.013802,11267.498118,8333.9259724
National,,National,347,ANAL AND STOMAL PROCEDURES WITH MCC,856,106365.3493,23569.606308,20840.654206
National,,National,348,ANAL AND STOMAL PROCEDURES WITH CC,1684,58168.771971,11903.263658,9715.391924
National,,National,349,ANAL AND STOMAL PROCEDURES WITHOUT CC/MCC,741,45830.982456,8823.3360324,6608.3630229
National,,National,350,INGUINAL AND FEMORAL HERNIA PROCEDURES WITH MCC,1164,102025.05842,21470.420103,18695.601375
National,,National,351,INGUINAL AND FEMORAL HERNIA PROCEDURES WITH CC,2955,68406.698477,13012.654146,10716.121489
National,,National,352,INGUINAL AND FEMORAL HERNIA PROCEDURES WITHOUT CC/MCC,1650,54195.238182,9821.5115152,7455.5339394
National,,National,353,HERNIA PROCEDURES EXCEPT INGUINAL AND FEMORAL WITH MCC,2018,120338.35778,27006.168979,22996.909316
National,,National,354,HERNIA PROCEDURES EXCEPT INGUINAL AND FEMORAL WITH CC,5348,76046.4138,15760.487659,12585.26178
National,,National,355,HERNIA PROCEDURES EXCEPT INGUINAL AND FEMORAL WITHOUT CC/MCC,3407,60945.428236,12101.556795,9164.02172
National,,National,356,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES WITH MCC,6639,170177.6391,37785.169453,33306.069137
National,,National,357,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES WITH CC,4846,95146.21915,19264.641147,16145.867932
National,,National,358,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES WITHOUT CC/MCC,920,64487.017391,11996.753261,9351.1358696
National,,National,368,MAJOR ESOPHAGEAL DISORDERS WITH MCC,6477,69541.150841,16742.711595,14551.415625
National,,National,369,MAJOR ESOPHAGEAL DISORDERS WITH CC,4171,44520.979861,9619.085591,7763.2102613
National,,National,370,MAJOR ESOPHAGEAL DISORDERS WITHOUT CC/MCC,448,32818.276786,6901.7700893,5098.015625
National,,National,371,MAJOR GASTROINTESTINAL DISORDERS AND PERITONEAL INFECTIONS WITH MCC,12103,64429.138148,15322.587375,12923.991655
National,,National,372,MAJOR GASTROINTESTINAL DISORDERS AND PERITONEAL INFECTIONS WITH CC,16801,40152.453187,9105.8657818,7267.6573418
National,,National,373,MAJOR GASTROINTESTINAL DISORDERS AND PERITONEAL INFECTIONS WITHOUT CC/MCC,3326,29302.335538,6841.0874925,4977.9810583
National,,National,374,DIGESTIVE MALIGNANCY WITH MCC,10957,80777.167747,19173.248973,16186.318335
National,,National,375,DIGESTIVE MALIGNANCY WITH CC,10390,52156.236477,11134.494129,8802.7702599
National,,National,376,DIGESTIVE MALIGNANCY WITHOUT CC/MCC,696,41592.991379,8177.783046,6101.6681034
National,,National,377,GASTROINTESTINAL HEMORRHAGE WITH MCC,61449,71025.445133,15608.439063,13590.015216
National,,National,378,GASTROINTESTINAL HEMORRHAGE WITH CC,95219,41372.718123,8657.895042,6877.518573
National,,National,379,GASTROINTESTINAL HEMORRHAGE WITHOUT CC/MCC,8917,28444.256028,5927.2921386,4169.7722328
National,,National,380,COMPLICATED PEPTIC ULCER WITH MCC,5103,77678.473643,16441.27866,14241.051146
National,,National,381,COMPLICATED PEPTIC ULCER WITH CC,5777,45888.776181,9214.6364895,7383.4028042
National,,National,382,COMPLICATED PEPTIC ULCER WITHOUT CC/MCC,1029,34125.609329,7021.6501458,4960.1098154
National,,National,383,UNCOMPLICATED PEPTIC ULCER WITH MCC,765,58271.462745,12381.820915,9701.0705882
National,,National,384,UNCOMPLICATED PEPTIC ULCER WITHOUT MCC,2533,41614.297671,7929.5890249,6117.3691275
National,,National,385,INFLAMMATORY BOWEL DISEASE WITH MCC,2954,66247.596818,15062.927556,12287.859513
National,,National,386,INFLAMMATORY BOWEL DISEASE WITH CC,6541,41184.047393,9133.7838251,6908.2845131
National,,National,387,INFLAMMATORY BOWEL DISEASE WITHOUT CC/MCC,2245,29932.998664,6847.2654788,4563.5100223
National,,National,388,GASTROINTESTINAL OBSTRUCTION WITH MCC,16557,57661.762095,13148.529142,11013.52425
National,,National,389,GASTROINTESTINAL OBSTRUCTION WITH CC,39361,33508.050431,7330.0619649,5488.9134422
National,,National,390,GASTROINTESTINAL OBSTRUCTION WITHOUT CC/MCC,20374,24620.613478,5504.5626779,3588.5793659
National,,National,391,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITH MCC",33854,52920.666864,11545.41933,9435.7847817
National,,National,392,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",91975,34817.975178,7031.5172493,5180.0613101
National,,National,393,OTHER DIGESTIVE SYSTEM DIAGNOSES WITH MCC,24013,66521.824304,15530.796444,13129.147503
National,,National,394,OTHER DIGESTIVE SYSTEM DIAGNOSES WITH CC,31017,40331.831093,8685.3142793,6727.6302995
National,,National,395,OTHER DIGESTIVE SYSTEM DIAGNOSES WITHOUT CC/MCC,6043,29304.062055,6174.6771471,4351.4218104
National,,National,405,"PANCREAS, LIVER AND SHUNT PROCEDURES WITH MCC",3503,250335.81701,59047.395946,50116.350557
National,,National,406,"PANCREAS, LIVER AND SHUNT PROCEDURES WITH CC",4490,138175.54633,29216.559688,23689.962806
National,,National,407,"PANCREAS, LIVER AND SHUNT PROCEDURES WITHOUT CC/MCC",1436,104848.21657,21295.238162,16403.861421
National,,National,408,BILIARY TRACT PROCEDURES EXCEPT ONLY CHOLECYSTECTOMY WITH OR WITHOUT C.D.E. WITH MCC,737,163241.53324,36091.647218,30875.535957
National,,National,409,BILIARY TRACT PROCEDURES EXCEPT ONLY CHOLECYSTECTOMY WITH OR WITHOUT C.D.E. WITH CC,708,94980.836158,19347.870056,16193.577684
National,,National,410,BILIARY TRACT PROCEDURES EXCEPT ONLY CHOLECYSTECTOMY WITH OR WITHOUT C.D.E. WITHOUT CC/M,231,74365.099567,13603.796537,11066.883117
National,,National,411,CHOLECYSTECTOMY WITH C.D.E. WITH MCC,119,161822.05042,33688.739496,28607.831933
National,,National,412,CHOLECYSTECTOMY WITH C.D.E. WITH CC,165,111310.42424,20032.260606,16215.327273
National,,National,413,CHOLECYSTECTOMY WITH C.D.E. WITHOUT CC/MCC,75,76301.36,13805.746667,11949.72
National,,National,414,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE WITHOUT C.D.E. WITH MCC,1221,150194.72973,32435.68059,28363.999181
National,,National,415,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE WITHOUT C.D.E. WITH CC,1830,87864.915301,18069.064481,14530.467213
National,,National,416,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE WITHOUT C.D.E. WITHOUT CC/MCC,839,60915.174017,12633.666269,9783.5160906
National,,National,417,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITH MCC,10818,103903.00924,20537.907007,17376.751433
National,,National,418,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITH CC,18424,76067.492021,14234.576802,11419.291685
National,,National,419,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITHOUT CC/MCC,9887,62515.984829,11267.802974,8615.8825731
National,,National,420,HEPATOBILIARY DIAGNOSTIC PROCEDURES WITH MCC,679,153251.50368,36204.536082,30969.815906
National,,National,421,HEPATOBILIARY DIAGNOSTIC PROCEDURES WITH CC,604,81756.652318,18377.715232,14404.905629
National,,National,422,HEPATOBILIARY DIAGNOSTIC PROCEDURES WITHOUT CC/MCC,144,66236.180556,14608.520833,11591.645833
National,,National,423,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES WITH MCC,1355,165436.15867,41210.234686,35193.446494
National,,National,424,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES WITH CC,614,102762.16124,20964.208469,17410.247557
National,,National,425,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES WITHOUT CC/MCC,96,66917.614583,14450.458333,10995.78125
National,,National,432,CIRRHOSIS AND ALCOHOLIC HEPATITIS WITH MCC,17135,78879.830172,17946.05731,15061.904406
National,,National,433,CIRRHOSIS AND ALCOHOLIC HEPATITIS WITH CC,9848,43756.406275,9752.1767872,7779.6029651
National,,National,434,CIRRHOSIS AND ALCOHOLIC HEPATITIS WITHOUT CC/MCC,435,28463.96092,6342.154023,4536.9816092
National,,National,435,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS WITH MCC,12937,76471.317384,16524.794775,13465.192239
National,,National,436,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS WITH CC,5786,49018.89803,10268.183546,8139.4422745
National,,National,437,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS WITHOUT CC/MCC,433,38208.859122,8137.6882217,6328.0161663
National,,National,438,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITH MCC,10581,68701.879217,15395.467347,12523.903884
National,,National,439,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITH CC,17693,37798.86441,7968.4600124,5790.9718533
National,,National,440,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITHOUT CC/MCC,7211,27640.794065,5802.004715,3792.9608931
National,,National,441,"DISORDERS OF LIVER EXCEPT MALIGNANCY, CIRRHOSIS OR ALCOHOLIC HEPATITIS WITH MCC",17396,75961.518855,17699.797827,14766.23103
National,,National,442,"DISORDERS OF LIVER EXCEPT MALIGNANCY, CIRRHOSIS OR ALCOHOLIC HEPATITIS WITH CC",11817,39458.614538,8849.1928577,6890.2875518
National,,National,443,"DISORDERS OF LIVER EXCEPT MALIGNANCY, CIRRHOSIS OR ALCOHOLIC HEPATITIS WITHOUT CC/MCC",1557,29088.122672,6564.5491329,4615.894027
National,,National,444,DISORDERS OF THE BILIARY TRACT WITH MCC,11956,70391.489378,15049.942623,12585.738374
National,,National,445,DISORDERS OF THE BILIARY TRACT WITH CC,15695,49330.734438,9747.7912711,7706.137942
National,,National,446,DISORDERS OF THE BILIARY TRACT WITHOUT CC/MCC,5431,38616.46879,7450.0329589,5539.7262014
National,,National,453,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITH MCC,3978,369698.34163,84914.257667,75148.821016
National,,National,454,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITH CC,20360,237002.25545,53795.973477,45844.147937
National,,National,455,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITHOUT CC/MCC,17027,175282.20931,39891.352969,32892.016092
National,,National,456,"SPINAL FUSION EXCEPT CERVICAL WITH SPINAL CURVATURE, MALIGNANCY, INFECTION OR EXTENSIVE",1351,358491.80459,83565.105107,75502.276092
National,,National,457,"SPINAL FUSION EXCEPT CERVICAL WITH SPINAL CURVATURE, MALIGNANCY, INFECTION OR EXTENSIVE",3324,248039.02948,58926.83935,51682.324609
National,,National,458,"SPINAL FUSION EXCEPT CERVICAL WITH SPINAL CURVATURE, MALIGNANCY, INFECTION OR EXTENSIVE",861,184700.26249,42947.509872,37470.465738
National,,National,459,SPINAL FUSION EXCEPT CERVICAL WITH MCC,3450,248480.99652,56839.766087,50335.851304
National,,National,460,SPINAL FUSION EXCEPT CERVICAL WITHOUT MCC,32019,143167.44795,33133.754458,27556.32159
National,,National,461,BILATERAL OR MULTIPLE MAJOR JOINT PROCEDURES OF LOWER EXTREMITY WITH MCC,160,266584.4375,56815.9875,51192.55
National,,National,462,BILATERAL OR MULTIPLE MAJOR JOINT PROCEDURES OF LOWER EXTREMITY WITHOUT MCC,2691,112645.99703,27370.504645,20911.27016
National,,National,463,WOUND DEBRIDEMENT AND SKIN GRAFT EXCEPT HAND FOR MUSCULOSKELETAL AND CONNECTIVE TISSUE D,4420,197989.97873,48167.839593,41206.817421
National,,National,464,WOUND DEBRIDEMENT AND SKIN GRAFT EXCEPT HAND FOR MUSCULOSKELETAL AND CONNECTIVE TISSUE D,6472,117122.7826,26599.046663,22155.824938
National,,National,465,WOUND DEBRIDEMENT AND SKIN GRAFT EXCEPT HAND FOR MUSCULOSKELETAL AND CONNECTIVE TISSUE D,1363,82346.933236,16983.250183,13845.274395
National,,National,466,REVISION OF HIP OR KNEE REPLACEMENT WITH MCC,4508,191399.25887,42796.501996,38622.696761
National,,National,467,REVISION OF HIP OR KNEE REPLACEMENT WITH CC,16574,135360.66466,29387.866598,25285.08091
National,,National,468,REVISION OF HIP OR KNEE REPLACEMENT WITHOUT CC/MCC,8355,107451.43758,23513.334889,19210.808618
National,,National,469,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITH MCC OR TOTA,6125,124305.50808,26461.898939,22816.545143
National,,National,470,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC,115538,73981.079385,15779.577291,12547.262831
National,,National,471,CERVICAL SPINAL FUSION WITH MCC,3047,208261.76305,45400.928454,39526.909419
National,,National,472,CERVICAL SPINAL FUSION WITH CC,12106,128247.00487,27161.126053,22143.215596
National,,National,473,CERVICAL SPINAL FUSION WITHOUT CC/MCC,5489,102917.82984,21294.241938,16846.97413
National,,National,474,AMPUTATION FOR MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DISORDERS WITH MCC,2919,151166.58856,34367.128811,30528.776293
National,,National,475,AMPUTATION FOR MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DISORDERS WITH CC,2908,86467.50619,18950.092503,15886.107978
